ObjId,range,speed,angle,snr,Kstate,OboCarSpeed,heigh,heighAngle,X,Y,EstimateCarSpeed,EstimateMagCarSpeed,FcwID0,FcwId1,FcwId2,FcwTTc,FcwPet,ObdCarYawRate,DaiShiYawRate,SelfCalcAngle,SenceFlag,SortFlag,trkReiablility,RadiusCurvature,Xaccel,Yaccel,AgcSw,AgcType,DbfMag,FrameIntervalTime,installAngleOffset,ObjLength,ObjWidth,x rms,y rms,vx rms,vy rms,ax rms,ay rms,A rms,MeasCounter,MAtr,AccX,AccY,AccZ,errorCode
START,FrameNb:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/07/01 17:27:33:897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,24.6,3,-5.5,24,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,192,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
34,26.6,3,-1.5,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,164,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
35,27.8,3,-2.25,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,162,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
36,28.6,3,-3,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,159,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
37,60,-9.8,-9.5,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,157,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
38,63.2,-9.8,56,9,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,148,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
39,61.8,-9.8,-9.5,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,163,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
40,66.8,-9.8,16,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,159,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
41,67.2,-9.8,16,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
42,66.6,-9.8,-8,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
43,68.6,-9.8,14,18,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,175,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
44,71.6,-9.8,14,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,175,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
45,70.6,-9.8,14,16,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,170,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
46,74.6,-9.8,14,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,165,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
47,77.2,-9.8,14,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
48,78.8,-9.8,13,8,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,153,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
49,81.8,-9.8,13,10,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,145,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
50,51.6,-9.6,-12,22,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,183,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
51,53.2,-9.6,-12,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,174,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
52,54,-9.6,-11,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,162,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
53,55.6,-9.6,-11,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,156,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
54,56.2,-9.6,-12,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,161,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
55,58.2,-9.6,-10,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,169,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
56,60,-9.6,-9.5,8,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,144,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
57,61,-9.6,-9.5,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,168,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
58,62.2,-9.6,-11,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,156,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
59,49,-9.4,21,29,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,202,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
60,36.8,-9.4,-18,11,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,157,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
61,38.8,-9.4,-18,16,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
62,39.6,-9.4,-17,16,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
63,40.2,-9.4,-17,20,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,176,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
64,44.8,-9.4,22,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,171,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
65,36,-9.2,-18,11,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,158,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
66,27.2,-9,27,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,175,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
67,32,-9,-22,22,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,186,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
68,27.2,-9,27,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,162,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
69,29.6,-9,-24,18,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,176,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
70,29.6,-9,-24,28,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,198,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
71,27,-8.6,-25,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,169,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
72,35.2,-8.6,34,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,174,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
73,34.2,-8.4,36,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,164,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
74,23,-8.2,-33,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,161,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
75,24,-8.2,-30,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,159,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
76,33.2,-8.2,-90,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,159,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
77,18.2,-8,-90,21,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,174,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
78,21.6,-8,-35,21,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,178,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
79,25.6,-7.8,-90,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,164,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
80,81.2,9.8,-57,21,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,145,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
81,82,9.8,-57,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,164,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
82,16.4,-6.2,-49.5,5,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,136,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
83,42.2,-5.6,19,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,175,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
84,40.8,-5.4,20,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,160,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
85,48.8,-3.6,7.5,6,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,145,52,-1,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,101/102
END,Total:86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
START,FrameNb:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/07/01 17:27:35:453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11.2,0.6,4.75,30,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,199,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
1,14,0.6,3.75,11,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,147,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
2,167.2,1.2,0.75,7,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,136,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
3,127.2,1.2,2.75,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,161,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
4,165.2,-74,0.25,25,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,188,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
5,170.8,62.4,1.5,1,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,123,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
6,23.8,3,-4.75,20,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,173,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
7,26,3,-2.75,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,175,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
8,28.2,3,-2.25,18,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,168,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
9,174.2,-9.8,5.25,7,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,139,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
10,83.2,-9.8,12,4,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,129,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
11,67.4,-9.8,-8,7,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,135,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
12,68.8,-9.8,14,10,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,144,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
13,70,-9.8,14,10,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,145,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
14,51,-9.6,-12,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,159,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
15,49.4,-9.4,19,8,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,146,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
16,34.6,-9,-19,6,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,137,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
17,41,-9.2,-16,9,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,145,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
18,27.6,-9.2,26,8,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,139,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
19,30.8,-9,-22,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,156,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
20,133,-9,-23,1,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,122,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
21,27.6,-8.8,-25,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,155,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
22,167.4,-38.8,-0.5,0,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,117,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
23,23,-8.4,-32,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,149,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
24,100.8,-8,-35,0,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,121,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
25,186.8,9.8,-40,3,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,126,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
26,195.6,9.8,-40,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,171,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
27,187.6,-4.6,1.5,3,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,130,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
28,48.8,-3.6,7,4,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,131,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
29,173.2,-3,2.75,7,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,138,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
30,1024,0.6,6.5,30,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,207,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
31,11.2,0.6,7,28,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,204,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
32,11.8,0.6,7,20,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,180,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
33,12.4,0.6,8,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,167,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
34,23.8,3,-4.5,26,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,193,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
35,24.6,3,-4.5,22,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,188,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
36,27,3,-2.25,11,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,156,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
37,27.8,3,-2,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,164,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
38,28.6,3,-4,16,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
39,29,3,-2.25,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,155,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
40,76.6,-9.8,14,2,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,135,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
41,79.2,-9.8,14,4,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,142,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
42,81.6,-9.8,13,1,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,133,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
43,53,-9.6,-12,11,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,153,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
44,55.6,-9.6,-10,18,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,170,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
45,57.6,-9.6,-11,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,169,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
46,59.4,-9.6,-9.5,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,156,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
47,60,-9.6,-9,9,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,151,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
48,61.4,-9.6,-9.5,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
49,63.2,-9.6,-9,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,165,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
50,65.4,-9.6,16,14,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,161,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
51,67,-9.8,15,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,167,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
52,67.6,-9.8,16,18,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,172,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
53,69.2,-9.8,15,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,174,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
54,70.4,-9.8,14,16,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,170,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
55,71.6,-9.8,14,16,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,170,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
56,73,-9.8,14,12,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,158,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
57,75,-9.8,14,11,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,161,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
58,51.8,-9.6,-12,20,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,181,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
59,53.8,-9.6,-11,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,176,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
60,40,-9.4,-17,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,174,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
61,44.8,-9.4,22,21,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,179,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
62,49,-9.4,20,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,177,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
63,37.4,-9.4,-18,19,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,175,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
64,39.4,-9.4,-17,22,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,187,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
65,40.4,-9.4,-17,18,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,172,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
66,35.4,-9.2,-19,16,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,171,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
67,34.4,-9,-20,17,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,169,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
68,38.4,-9.4,-17,13,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,163,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
69,27.4,-9,26,21,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,179,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
70,30.8,-9,-23,28,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,198,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
71,25.8,-9,28,15,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,32767,0,0,0,0,166,66,-1,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,101/102
